,name,connectors,formatted_address,address_components,latitude,longitude,place_link,phone_number,rating,review_count
76,Ather Grid Charging Station,"[{'type': 'LECCS', 'total': 1, 'available': 0, 'kw': 1, 'speed': 'Slow'}]","6JPM+WP9, galaxy travels & holidays new bus stand road RDA colony durga chowk, Kailashpuri Rd, Tikrapara, Raipur, Chhattisgarh 492001","{'district': 'Tikrapara', 'street_address': '6JPM+WP9, galaxy travels & holidays new bus stand road RDA colony durga chowk, Kailashpuri Rd', 'city': 'Raipur', 'zipcode': '492001', 'state': 'Chhattisgarh', 'country': 'IN'}",21.237284,81.63435,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a28ddbb64b3e9e7:0x9ca4d4f2b422aff0,,1.0,1
77,Ather Grid Charging Station,"[{'type': 'LECCS', 'total': 1, 'available': 1, 'kw': 1, 'speed': 'Slow'}]","7J2H+4XW, near subhagaya hospital, Bhawani Patna, Ramsagar Para, Jawahar Nagar, Raipur, Chhattisgarh 492001","{'district': 'Bhawani Patna, Ramsagar Para, Jawahar Nagar', 'street_address': '7J2H+4XW, near subhagaya hospital', 'city': 'Raipur', 'zipcode': '492001', 'state': 'Chhattisgarh', 'country': 'IN'}",21.2503675,81.62995149999999,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a28dd93e92ca519:0xdefc151b290c5f05,,,0
78,Ather Grid Charging Station,"[{'type': 'LECCS', 'total': 1, 'available': 0, 'kw': 1, 'speed': 'Slow'}]","X4J5+M5J, Thakurdiya, Kharsia, Chhattisgarh 496661","{'district': 'Thakurdiya', 'street_address': 'X4J5+M5J', 'city': 'Kharsia', 'zipcode': '496661', 'state': 'Chhattisgarh', 'country': 'IN'}",21.98172,83.1079,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a2711913cb6cbd9:0xdcf0dba685b74728,,,0
79,EESL Charging Station,[],"5Q7Q+C8X, Unnamed Road, Sector 19, Kayabandha, Atal Nagar-Nava Raipur, Chhattisgarh 492018","{'district': 'Sector 19, Kayabandha', 'street_address': '5Q7Q+C8X, Unnamed Road', 'city': 'Atal Nagar-Nava Raipur', 'zipcode': '492018', 'state': 'Chhattisgarh', 'country': 'IN'}",21.163620599999998,81.788358,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a28c6a4c0c6951d:0xcf06e5120f05c18f,,,0
80,Ather Grid Charging Station,"[{'type': 'LECCS', 'total': 1, 'available': 1, 'kw': 1, 'speed': 'Slow'}]","Khasra No. 4234/9, Janjgir, Chhattisgarh 495668","{'district': None, 'street_address': 'Khasra No. 4234/9', 'city': 'Janjgir', 'zipcode': '495668', 'state': 'Chhattisgarh', 'country': 'IN'}",22.013939999999998,82.59282,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a27bf0fa248561d:0x9af51d44fdb1c2fb,,3.0,2
81,Ather Grid Charging Station,[],"Iris Cafe, VIP Rd, Vishal Nagar, Chhattisgarh 492001","{'district': 'Vishal Nagar', 'street_address': 'Iris Cafe, VIP Rd', 'city': 'Raipur', 'zipcode': '492001', 'state': 'Chhattisgarh', 'country': 'IN'}",21.2297191,81.68485129999999,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a28dd6de9309c9b:0x8f1f5fe264818d13,,,0
82,BPCL Charging Station,"[{'type': 'CCS', 'total': 1, 'available': 0, 'kw': 30, 'speed': 'Medium'}]","VW89+CP8, Nagpur, Maharashtra 441108","{'district': None, 'street_address': 'VW89+CP8', 'city': 'Nagpur', 'zipcode': '441108', 'state': 'Maharashtra', 'country': 'IN'}",20.8660413,78.9193354,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3bd49bd048ea416b:0x42478b8145a6c43,,,0
83,Ather Grid Charging Station,"[{'type': 'LECCS', 'total': 2, 'available': 0, 'kw': 1, 'speed': 'Slow'}]","GM8V+CHJ, Raipur - Bilaspur Expy, Saddu, Raipur, Chhattisgarh 493101","{'district': None, 'street_address': 'GM8V+CHJ, Raipur - Bilaspur Expy', 'city': 'Saddu, Raipur', 'zipcode': '493101', 'state': 'Chhattisgarh', 'country': 'IN'}",21.51608,81.69389,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a28f082fe1d9b77:0x4d2c637f3ac2f424,,,0
84,Electric Vehicle Charging Station,"[{'type': 'Unknown plug', 'total': 600, 'available': None, 'speed': 'Unknown'}]","2P83+C5R Khushi moter vanding, Mohdi-2, Chhattisgarh 493661","{'district': None, 'street_address': '2P83+C5R Khushi moter vanding', 'city': 'Mohdi-2', 'zipcode': '493661', 'state': 'Chhattisgarh', 'country': 'IN'}",21.0161093,81.7029005,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a28cf2d7cf0eaed:0xe13d2a9659c8c3b4,,4.3,3
85,Ather Grid Charging Station,"[{'type': 'LECCS', 'total': 1, 'available': 0, 'kw': 1, 'speed': 'Slow'}]","Banbori Enterprise, opposite raipur, Saptgiri Colony, Shrinagar, Gudhiyari, Raipur, Chhattisgarh 492009","{'district': 'Saptgiri Colony, Shrinagar', 'street_address': 'Banbori Enterprise, opposite raipur', 'city': 'Gudhiyari, Raipur', 'zipcode': '492009', 'state': 'Chhattisgarh', 'country': 'IN'}",21.2738048,81.6338574,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a28e764864ae309:0xdd8a36228406cbe6,,5.0,1
86,Electric Vehicle Charging Station,[],"The Mall, Ground Parking, Serikhedi, Jora, Raipur, Chhattisgarh 492012","{'district': 'Serikhedi', 'street_address': 'The Mall, Ground Parking', 'city': 'Jora, Raipur', 'zipcode': '492012', 'state': 'Chhattisgarh', 'country': 'IN'}",21.2379848,81.7145039,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a28c3f2e3022e03:0x43c671f31b563f42,,5.0,1
87,Jio-bp pulse Charging Station,[],"L.K. Logistic & Corporate Park, Dumartara, Raipur, Chhattisgarh 492015","{'district': None, 'street_address': 'L.K. Logistic & Corporate Park', 'city': 'Dumartara, Raipur', 'zipcode': '492015', 'state': 'Chhattisgarh', 'country': 'IN'}",21.1959181,81.6935424,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a28c3324ccd8a95:0x78c0aaec401201ec,,,0
88,Thunder Plus Charging Station,"[{'type': 'Unknown plug', 'total': 20, 'available': 1, 'kw': 3, 'speed': 'Slow'}]","Airport South Metro Station, Sonegaon, Nagpur, Maharashtra 440005","{'district': 'Sonegaon', 'street_address': 'Airport South Metro Station', 'city': 'Nagpur', 'zipcode': '440005', 'state': 'Maharashtra', 'country': 'IN'}",21.080052,79.0611577,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3bd4bfd9772c0881:0x4ec65a8f4f1e7d4b,,4.0,4
89,Ather Grid Charging Station,"[{'type': 'LECCS', 'total': 1, 'available': None, 'kw': 1, 'speed': 'Slow'}]","No. 1/3, Shop, Jindal Rd, near Hotel Shreshtha, Bhagwanpur, Raigarh, Chhattisgarh 496001","{'district': None, 'street_address': 'No. 1/3, Shop, Jindal Rd, near Hotel Shreshtha', 'city': 'Bhagwanpur, Raigarh', 'zipcode': '496001', 'state': 'Chhattisgarh', 'country': 'IN'}",21.917408,83.38266,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a273ad4f43ce431:0x8bd93fae28e2e842,,,0
90,Electric Vehicle Charging Station,[],"gulmohar park, Gokul Nagar, Kota, Raipur, Chhattisgarh 492009","{'district': 'Gokul Nagar, Kota', 'street_address': 'gulmohar park', 'city': 'Raipur', 'zipcode': '492009', 'state': 'Chhattisgarh', 'country': 'IN'}",21.2513678,81.6196484,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a28dd0063dfeced:0x994fc1688f980464,,,0
91,Electric Vehicle Charging Station,[],"near Subhash stadium, Shyam Nagar, Raipur, Chhattisgarh 492001","{'district': 'Shyam Nagar', 'street_address': 'near Subhash stadium', 'city': 'Raipur', 'zipcode': '492001', 'state': 'Chhattisgarh', 'country': 'IN'}",21.2331206,81.658384,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a28dd2e3572459f:0x66f59b453247fdb3,,,0
92,Ather Grid Charging Station,"[{'type': 'LECCS', 'total': 2, 'available': 0, 'kw': 1, 'speed': 'Slow'}]","6JVP+HQV, Bombay Market, Raipur, Chhattisgarh 492001","{'district': 'Bombay Market', 'street_address': '6JVP+HQV', 'city': 'Raipur', 'zipcode': '492001', 'state': 'Chhattisgarh', 'country': 'IN'}",21.2439945,81.63693289999999,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a28dd980644010d:0x9de5087ab59385a0,,3.0,1
93,Ankush Vehicles,[],Chhattisgarh 495690,"{'district': None, 'street_address': None, 'city': None, 'zipcode': '495690', 'state': 'Chhattisgarh', 'country': 'IN'}",21.8485001,82.7791088,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a27af07389cb377:0xa8591567386e6d4f,,5.0,1
94,Deopuri Zone Cspdcl,[],"6M4M+HW5 Himalayan hight, deopuri, Kamal Vihar, get, Raipur, Chhattisgarh 492015","{'district': 'Kamal Vihar, get', 'street_address': '6M4M+HW5 Himalayan hight, deopuri', 'city': 'Raipur, Devpuri', 'zipcode': '492015', 'state': 'Chhattisgarh', 'country': 'IN'}",21.206393199999997,81.6848486,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a28dd680f54bbdb:0x79de4054850367e1,,3.7,18
95,Jio-bp pulse Charging Station,[],"Amanaka, Raipur, Chhattisgarh 492099","{'district': 'Amanaka', 'street_address': None, 'city': 'Raipur', 'zipcode': '492099', 'state': 'Chhattisgarh', 'country': 'IN'}",21.249342799999997,81.577602,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a28df61ab15af45:0xe669e0fe6e966f37,,,0
96,BPCL Charging Station,"[{'type': 'CCS', 'total': 1, 'available': 0, 'kw': 30, 'speed': 'Medium'}]","VWCJ+VCP, Dhawalpeth, Maharashtra 441108","{'district': None, 'street_address': 'VWCJ+VCP', 'city': 'Dhawalpeth', 'zipcode': '441108', 'state': 'Maharashtra', 'country': 'IN'}",20.872203,78.931067,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3bd4997e5b1d9d91:0x1839570273821eb5,,,0
97,Ather Grid Charging Station,"[{'type': 'LECCS', 'total': 1, 'available': 1, 'kw': 1, 'speed': 'Slow'}]","Plot No. 61, Uday Nagar Ring Rd, Shri Ram Nagar, Uday Nagar, Nagpur, Maharashtra 440001","{'district': 'Shri Ram Nagar, Uday Nagar', 'street_address': 'Plot No. 61, Uday Nagar Ring Rd', 'city': 'Nagpur', 'zipcode': '440001', 'state': 'Maharashtra', 'country': 'IN'}",21.150246,79.05967,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3bd4c059436bf1e9:0x6edba0e8fb55657,,2.2,5
98,Electric Vehicle Charging Station,[],"6J9J+832, Ravanbhatha, Patel Para, Baloda Bazar, Raipur, Chhattisgarh 492013","{'district': 'Ravanbhatha, Patel Para', 'street_address': '6J9J+832', 'city': 'Baloda Bazar, Raipur', 'zipcode': '492013', 'state': 'Chhattisgarh', 'country': 'IN'}",21.2182526,81.6301313,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a28dd0012cb0435:0xb58dfcf57b9ece1e,,,0
99,Electric Vehicle Charging Station,[],"EWS-165, near Sector 4, DDU Nagar, Devendra Nagar, Raipur, Chhattisgarh 492010","{'district': 'DDU Nagar, Devendra Nagar', 'street_address': 'EWS-165, near Sector 4', 'city': 'Raipur', 'zipcode': '492010', 'state': 'Chhattisgarh', 'country': 'IN'}",21.2404477,81.5955953,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a28df7b296764f9:0x44034e3efb7875c1,,,0
100,Electric Vehicle Charging Station,[],"7J2H+HV6, Janta Colony, Station Road, Moudhapara, Raipur, Gudhiyari, Chhattisgarh 492009","{'district': 'Janta Colony, Station Road, Moudhapara', 'street_address': '7J2H+HV6', 'city': 'Raipur, Gudhiyari', 'zipcode': '492009', 'state': 'Chhattisgarh', 'country': 'IN'}",21.2514105,81.62965179999999,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a28dd001a1a6d01:0x414710b5b7bb27ac,,,0
101,Electric Vehicle Charging Station,[],"Harshit vihar colony urkura road birgaon raipur CG, Chhattisgarh 493221","{'district': 'Industrial Area, Bhanpuri', 'street_address': 'Harshit vihar colony urkura road birgaon raipur CG', 'city': 'Raipur', 'zipcode': '493221', 'state': 'Chhattisgarh', 'country': 'IN'}",21.3058917,81.6462827,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a28e76dbde773a5:0x26be82988d9109e5,,,0
102,Reliable Charge EV Charging Station,"[{'type': 'Type 2', 'total': 2, 'available': None, 'kw': 22, 'speed': 'Medium'}]","Post Office, Talu, Wadala Tukum., Ashta., Maharashtra 442906","{'district': None, 'street_address': 'Post Office, Talu', 'city': 'Wadala Tukum., Ashta.', 'zipcode': '442906', 'state': 'Maharashtra', 'country': 'IN'}",20.2940465,79.2570822,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3bd337159f0e9ab5:0x3a33d6acd574527c,,1.0,1
103,Electric Vehicle Charging Station,[],"V5M2+955, Bartori, Chhattisgarh 495224","{'district': None, 'street_address': 'V5M2+955', 'city': 'Bartori', 'zipcode': '495224', 'state': 'Chhattisgarh', 'country': 'IN'}",21.8833782,82.1504942,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a28776afb3ffd6b:0x6de954134f40471,,4.0,3
104,Electric Vehicle Charging Station,[],"6W3P+4G6, Bhursagura, Odisha 767035","{'district': None, 'street_address': '6W3P+4G6', 'city': 'Bhursagura', 'zipcode': '767035', 'state': 'Odisha', 'country': 'IN'}",20.2027864,82.936256,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a245500772d4789:0x3d25152b73f37b18,,5.0,1
105,Electric Vehicle Charging Station,[],"6W29+CX5, NH 53, Lakhoti, Chhattisgarh 493441","{'district': None, 'street_address': '6W29+CX5, NH 53', 'city': 'Lakhoti', 'zipcode': '493441', 'state': 'Chhattisgarh', 'country': 'IN'}",21.202065599999997,81.9192961,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a28bf00483b83fd:0x351bfb50ecbd4404,,3.0,2
106,Electric Vehicle Charging Station,[],"8J4W+MFH, Industrial Area, Bhanpuri, Urkura, Raipur, Chhattisgarh 493221","{'district': 'Industrial Area, Bhanpuri', 'street_address': '8J4W+MFH', 'city': 'Urkura, Raipur', 'zipcode': '493221', 'state': 'Chhattisgarh', 'country': 'IN'}",21.3066757,81.6462294,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a28e739eb6ddf15:0x20dcc85c6dbace0a,,,0
107,OSM - Mahamaya Trading Co,[],"Shop No 12, Ramsagar, Manihari Complex, Shyam Nagar, Raipur, Tikrapara, Chhattisgarh 492001","{'district': 'Shyam Nagar', 'street_address': 'Shop No 12, Ramsagar, Manihari Complex', 'city': 'Raipur, Tikrapara', 'zipcode': '492001', 'state': 'Chhattisgarh', 'country': 'IN'}",21.232149,81.6584707,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a28ddedcd5a80d1:0x54425dab699d99c,,3.0,1
108,Bajaj Auto Ltd Charging Station,"[{'type': 'Wall socket', 'total': 1, 'available': None, 'kw': 3, 'speed': 'Slow'}]","6J8M+4WC, Sanjay Nagar, Tikrapara, Raipur, Chhattisgarh 492013","{'district': 'Sanjay Nagar, Tikrapara', 'street_address': '6J8M+4WC', 'city': 'Raipur', 'zipcode': '492013', 'state': 'Chhattisgarh', 'country': 'IN'}",21.2153244,81.634776,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a28dc4dc117605f:0x70881671a43cad8b,,,0
109,Electric Vehicle Charging Station,[],"VW5V+4M3, Balangir - Sonepur - Redhakhol Rd, Lehedi, Odisha 767062","{'district': None, 'street_address': 'VW5V+4M3, Balangir - Sonepur - Redhakhol Rd', 'city': 'Lehedi', 'zipcode': '767062', 'state': 'Odisha', 'country': 'IN'}",20.857754099999998,83.94418209999999,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a23dd007f1d3cbb:0x599f3b55818b9c41,,5.0,2
110,Celectric Charging Station,[],"Ashoka Parking, near Hotel, Jamb, Maharashtra 442301","{'district': None, 'street_address': 'Ashoka Parking, near Hotel', 'city': 'Jamb', 'zipcode': '442301', 'state': 'Maharashtra', 'country': 'IN'}",20.6163916,78.9321233,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3bd367000f12763d:0x7e0de40f65fd1aa2,,4.5,8
111,BMW Charging Station,"[{'type': 'CCS', 'total': 1, 'available': None, 'kw': 50, 'speed': 'Fast'}]","04, Ring Rd, Wadi, Nagpur, Maharashtra 440021","{'district': 'Wadi', 'street_address': '04, Ring Rd', 'city': 'Nagpur', 'zipcode': '440021', 'state': 'Maharashtra', 'country': 'IN'}",21.1452128,79.00366149999999,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3bd4ea96b57e0c0d:0x33a6e73830d97949,+18883336118,,0
112,Ather Grid Charging Station,[],"8PF2+HF8, near Vedanta Balco Medical Center, Sector 24, Nawagaon Parsatti, Atal Nagar-Nava Raipur, raipur, Chhattisgarh 493111","{'district': 'Sector 24, Nawagaon Parsatti', 'street_address': '8PF2+HF8, near Vedanta Balco Medical Center', 'city': 'Atal Nagar-Nava Raipur, raipur', 'zipcode': '493111', 'state': 'Chhattisgarh', 'country': 'IN'}",21.323919999999998,81.7012,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a28e885e268cc7b:0x19500cc53fc54d4,,5.0,1
113,Ather Grid Charging Station,[],"Green Wood Four Seasons Hotel, VIP Rd, Vishal Nagar, Raipur, Chhattisgarh 492001","{'district': 'Vishal Nagar', 'street_address': 'Green Wood Four Seasons Hotel, VIP Rd', 'city': 'Raipur', 'zipcode': '492001', 'state': 'Chhattisgarh', 'country': 'IN'}",21.230142,81.685237,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a28dd2e99141601:0x12d26f36bcaa9ad7,,,0
114,Jio-bp pulse Charging Station,[],"Information Technology Park, Entertainment Network India Ltd; Wing A- 301, 3rd Floor, VIPL IT Park Plot No. 28, MIDC, Gayatri Nagar Rd, Parsodi, Area, Nagpur, Maharashtra 440022","{'district': 'Parsodi, Area, Trimurti Nagar', 'street_address': 'Information Technology Park, Entertainment Network India Ltd; Wing A- 301, 3rd Floor, VIPL IT Park Plot No. 28, MIDC, Gayatri Nagar Rd', 'city': 'Nagpur', 'zipcode': '440022', 'state': 'Maharashtra', 'country': 'IN'}",21.1194375,79.0471103,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3bd4c10015089625:0x9a57642c83892741,,4.7,3
115,Ather Grid Charging Station,"[{'type': 'LECCS', 'total': 2, 'available': 2, 'kw': 1, 'speed': 'Slow'}]","Plot no. 83, opp. wardha, Nalwadi, Wardha, Maharashtra 442001","{'district': 'Nalwadi', 'street_address': 'Plot no. 83, opp. wardha', 'city': 'Wardha', 'zipcode': '442001', 'state': 'Maharashtra', 'country': 'IN'}",20.7575926,78.6210193,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3bd47fadbbe8b36f:0xddc344450374861b,,,0
116,Ather Grid Charging Station,"[{'type': 'LECCS', 'total': 1, 'available': None, 'kw': 1, 'speed': 'Slow'}]","Gond Plot, Giriraj Bhawan, Ground Floor, RT Marg, Sudampuri, Wardha, Maharashtra 442001","{'district': 'Sudampuri', 'street_address': 'Gond Plot, Giriraj Bhawan, Ground Floor, RT Marg', 'city': 'Wardha', 'zipcode': '442001', 'state': 'Maharashtra', 'country': 'IN'}",20.745412899999998,78.5992917,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3bd47f11cd2867bd:0xc88489a3355d1e39,,5.0,2
117,Celectric Charging Station,[],"Prayag Enclave, 302, W High Ct Rd, Shankar Nagar, Shivaji Nagar, Nagpur, Maharashtra 440010","{'district': 'Shankar Nagar, Shivaji Nagar', 'street_address': 'Prayag Enclave, 302, W High Ct Rd', 'city': 'Nagpur', 'zipcode': '440010', 'state': 'Maharashtra', 'country': 'IN'}",21.1397288,79.0603114,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3bd4c060e8ab97b7:0x82f86562f5c1c5eb,,5.0,15
118,Electric Vehicle Charging Station,[],"2GPW+9FR, Patan, Chhattisgarh 491111","{'district': None, 'street_address': '2GPW+9FR', 'city': 'Patan', 'zipcode': '491111', 'state': 'Chhattisgarh', 'country': 'IN'}",21.035982,81.5461322,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a28d7367b5c4c6f:0xe8d50e6f91e352ad,,5.0,2
119,BPCL Charging Station,"[{'type': 'CCS', 'total': 2, 'available': 2, 'kw': 60, 'speed': 'Fast'}]","V83F+H34, Teachers Colony, Sirsi (r), Umred, Maharashtra 441214","{'district': 'Teachers Colony', 'street_address': 'V83F+H34', 'city': 'Sirsi (r), Umred', 'zipcode': '441214', 'state': 'Maharashtra', 'country': 'IN'}",20.853892,79.322713,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3bd4ab881fa24b69:0x450105670a3295ac,,,0
120,Ather Charging Station,"[{'type': 'LECCS', 'total': 3, 'available': None, 'kw': 1, 'speed': 'Slow'}]","Pande Chambers, Plot No. 4, beside Airport Centre Point Hotel, Somalwada, Nagpur, Maharashtra 440025","{'district': 'Somalwada', 'street_address': 'Pande Chambers, Plot No. 4, beside Airport Centre Point Hotel', 'city': 'Nagpur', 'zipcode': '440025', 'state': 'Maharashtra', 'country': 'IN'}",21.0695727,79.0594642,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3bd4bf0a89b14f1d:0xe9bb47796340715,,3.3,3
121,ChargeZone Charging Station,[],"Mangalam Hyundai, Raipur - Abhanpur Rd, Lalpur, Tikrapara, Raipur, Chhattisgarh 492015","{'district': 'Lalpur', 'street_address': 'Mangalam Hyundai, Raipur - Abhanpur Rd', 'city': 'Tikrapara, Raipur', 'zipcode': '492015', 'state': 'Chhattisgarh', 'country': 'IN'}",21.2103967,81.6658233,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a28ddb31543cc0d:0xbac2a7eed790d0dc,,,0
122,Ola Charging Station,[],"44PJ+6VG, Middle Ring Rd, Ganga Vihar Colony, Wathoda Layout, Nagpur, Maharashtra 440024","{'district': 'Ganga Vihar Colony, Wathoda Layout', 'street_address': '44PJ+6VG, Middle Ring Rd', 'city': 'Nagpur', 'zipcode': '440024', 'state': 'Maharashtra', 'country': 'IN'}",21.135568,79.1322089,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3bd4c75d565a83a5:0x793cbac09c965f14,,3.6,76
123,EESL Charging Station,[],"4339+774 Metro Station, Wardha Rd, Sarvetra Nagar, Jai Prakash Nagar, Somalwada, Nagpur, Maharashtra 440025","{'district': 'Sarvetra Nagar, Jai Prakash Nagar, Somalwada', 'street_address': '4339+774 Metro Station, Wardha Rd', 'city': 'Nagpur', 'zipcode': '440025', 'state': 'Maharashtra', 'country': 'IN'}",21.103145299999998,79.06820739999999,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3bd4bffc871e7f4b:0xa5de52c1f996235f,,5.0,2
124,Adani Charging Station,"[{'type': 'Type 2', 'total': 2, 'available': 0, 'kw': 7, 'speed': 'Slow'}]","No. 59/1, Forest Gatesv, Mohurli, 60/1, near Mohurli, MIDC, Bhadravati, Chandrapur, Maharashtra 442404","{'district': 'MIDC', 'street_address': 'No. 59/1, Forest Gatesv, Mohurli, 60/1, near Mohurli', 'city': 'Bhadravati, Chandrapur', 'zipcode': '442404', 'state': 'Maharashtra', 'country': 'IN'}",20.1912964,79.3342236,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3bd32d81bf0bb7a1:0x8988b085d86c99ec,,,0
125,Electric Vehicle Charging Station,[],"Mahadev Ghat Rd, Shikshak Colony, Daganiya, Amanaka, Raipur, Chhattisgarh 492001","{'district': 'Shikshak Colony, Daganiya, Amanaka', 'street_address': 'Mahadev Ghat Rd', 'city': 'Raipur', 'zipcode': '492001', 'state': 'Chhattisgarh', 'country': 'IN'}",21.2341619,81.6083579,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a28ddd7c164517b:0x7e55baa89490c82b,,,0
126,Celectric Charging Station,[],"Aradhana Nagar, Mitra Vihar Nagar, New Sahakar Nagar, Dighori, Nagpur, Maharashtra 440024","{'district': 'Mitra Vihar Nagar, New Sahakar Nagar, Dighori', 'street_address': 'Aradhana Nagar', 'city': 'Nagpur', 'zipcode': '440024', 'state': 'Maharashtra', 'country': 'IN'}",21.1223548,79.136539,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3bd4b9b07dc7936d:0x64584b7d10fbc81f,,4.5,2
127,Celectric Charging Station,[],"44CP+8C4, Mitra Vihar Nagar, Aradhana Nagar, New Sahakar Nagar, Dighori, Nagpur, Maharashtra 440034","{'district': 'Mitra Vihar Nagar, Aradhana Nagar, New Sahakar Nagar, Dighori', 'street_address': '44CP+8C4', 'city': 'Nagpur', 'zipcode': '440034', 'state': 'Maharashtra', 'country': 'IN'}",21.1207544,79.13606829999999,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3bd4b92ec081136f:0x8b4803ffad8628cc,,5.0,3
128,Ather Grid Charging Station,"[{'type': 'LECCS', 'total': 1, 'available': 1, 'kw': 1, 'speed': 'Slow'}]","Timber Mkt, Plot No 39, Great Nag Rd, Sardar Patel Square, Col, Ganeshpeth Colony, Nagpur, Maharashtra 440003","{'district': 'Sardar Patel Square, Col, Ganeshpeth Colony', 'street_address': 'Timber Mkt, Plot No 39, Great Nag Rd', 'city': 'Nagpur', 'zipcode': '440003', 'state': 'Maharashtra', 'country': 'IN'}",21.137075,79.09,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3bd4c0bc4d5f0cc7:0x987a622c80d22e9a,,5.0,1
129,NIKOL EV Charging Station,[],"Hotel entry point, 157,158,159,160,161,162,163,164,165,166,167,168,170, Bilaspur Rd, Transport Nagar, Birgoan, Raipur, Dharsiwa, Chhattisgarh 493221","{'district': 'Transport Nagar, Birgoan', 'street_address': 'Hotel entry point, 157,158,159,160,161,162,163,164,165,166,167,168,170, Bilaspur Rd', 'city': 'Raipur, Dharsiwa', 'zipcode': '493221', 'state': 'Chhattisgarh', 'country': 'IN'}",21.3173134,81.63971839999999,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3a28e70005743535:0x664d0e2ae12595df,,,0
130,Celectric Charging Station,[],"Mahindra Bloomdale Co-op. Housing Society Ltd, MIHAN, Nagpur, Nagpur, Dahegaon, Maharashtra 441108","{'district': 'MIHAN, Nagpur', 'street_address': 'Mahindra Bloomdale Co-op. Housing Society Ltd', 'city': 'Nagpur, Dahegaon', 'zipcode': '441108', 'state': 'Maharashtra', 'country': 'IN'}",21.0404856,79.0380055,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3bd4bff05dbc8fad:0x38653d029fbaa48d,,5.0,5
